udi,product_id,product_type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,failure_type,source_dataset,twf,hdf,pwf,osf,rnf,failure_family
5899,L53078,L,301.0,310.7,1300,57.2,174,0,No Failure,merged,0,0,0,0,0,No Failure
3157,L50336,L,300.4,309.7,1467,36.9,131,0,No Failure,merged,0,0,0,0,0,No Failure
3193,M18052,M,300.1,309.2,1418,39.8,221,0,No Failure,merged,0,0,0,0,0,No Failure
4752,L51931,L,303.3,311.4,1510,37.3,36,0,No Failure,merged,0,0,0,0,0,No Failure
316,L47495,L,297.9,308.4,1646,40.6,175,0,No Failure,merged,0,0,0,0,0,No Failure
1013,M15872,M,296.1,307.1,1433,38.5,14,0,No Failure,merged,0,0,0,0,0,No Failure
1277,M16136,M,298.2,309.4,1693,34.4,73,0,No Failure,merged,0,0,0,0,0,No Failure
9307,M24166,M,298.3,309.2,1783,28.3,130,0,No Failure,merged,0,0,0,0,0,No Failure
7615,L54794,L,300.5,311.4,1432,47.5,51,0,No Failure,merged,0,0,0,0,0,No Failure
2719,L49898,L,299.5,309.1,1357,47.3,106,0,No Failure,merged,0,0,0,0,0,No Failure
6643,L53822,L,301.6,310.6,1431,37.5,137,0,No Failure,merged,0,0,0,0,0,No Failure
4774,L51953,L,303.6,312.0,1391,50.3,101,0,No Failure,merged,0,0,0,0,0,No Failure
744,L47923,L,296.8,308.2,1361,53.8,193,0,No Failure,merged,0,0,0,0,0,No Failure
5654,L52833,L,302.4,311.7,1495,36.8,215,0,No Failure,merged,0,0,0,0,0,No Failure
1260,M16119,M,297.5,308.9,1280,48.5,19,0,No Failure,merged,0,0,0,0,0,No Failure
7415,L54594,L,300.1,311.1,1619,33.4,186,0,No Failure,merged,0,0,0,0,0,No Failure
4375,L51554,L,302.0,309.7,1551,34.8,207,0,No Failure,merged,0,0,0,0,0,No Failure
7530,L54709,L,300.1,311.4,1467,35.7,45,0,No Failure,merged,0,0,0,0,0,No Failure
7005,L54184,L,300.5,310.6,1950,20.3,208,0,No Failure,merged,0,0,0,0,0,No Failure
1676,L48855,L,298.0,307.7,1407,43.9,205,0,No Failure,merged,0,0,0,0,0,No Failure
7922,L55101,L,300.7,311.9,1419,47.7,179,0,No Failure,merged,0,0,0,0,0,No Failure
8228,M23087,M,299.1,310.4,1524,51.4,66,0,No Failure,merged,0,0,0,0,0,No Failure
724,M15583,M,297.4,308.9,1500,46.3,137,0,No Failure,merged,0,0,0,0,0,No Failure
4098,L51277,L,301.9,310.4,1518,34.1,155,0,No Failure,merged,0,0,0,0,0,No Failure
8895,M23754,M,297.5,308.7,1546,38.0,123,0,No Failure,merged,0,0,0,0,0,No Failure
9212,M24071,M,298.0,309.0,1409,49.1,85,0,No Failure,merged,0,0,0,0,0,No Failure
7411,L54590,L,299.9,311.0,1747,27.6,177,0,No Failure,merged,0,0,0,0,0,No Failure
9750,H39163,H,298.8,310.1,1483,45.4,192,0,No Failure,merged,0,0,0,0,0,No Failure
1360,L48539,L,298.7,310.2,1404,50.3,54,0,No Failure,merged,0,0,0,0,0,No Failure
9848,L57027,L,298.4,309.1,1362,46.1,37,0,No Failure,merged,0,0,0,0,0,No Failure
1228,L48407,L,297.1,308.4,1422,42.1,148,0,No Failure,merged,0,0,0,0,0,No Failure
386,M15245,M,297.6,308.6,1414,45.4,138,0,No Failure,merged,0,0,0,0,0,No Failure
6277,L53456,L,301.2,310.8,1233,64.6,45,0,No Failure,merged,0,0,0,0,0,No Failure
8109,M22968,M,300.3,311.8,1607,33.7,199,0,No Failure,merged,0,0,0,0,0,No Failure
4836,M19695,M,303.4,311.9,1419,50.9,39,0,No Failure,merged,0,0,0,0,0,No Failure
6214,L53393,L,300.9,310.6,1552,34.9,95,0,No Failure,merged,0,0,0,0,0,No Failure
6723,L53902,L,301.4,310.7,1657,28.7,108,0,No Failure,merged,0,0,0,0,0,No Failure
7578,L54757,L,300.4,311.2,1530,32.0,169,0,No Failure,merged,0,0,0,0,0,No Failure
6234,L53413,L,301.2,310.9,1467,37.1,153,0,No Failure,merged,0,0,0,0,0,No Failure
4736,L51915,L,303.2,311.5,1544,42.5,227,0,No Failure,merged,0,0,0,0,0,No Failure
7112,M21971,M,300.8,310.4,1450,39.4,62,0,No Failure,merged,0,0,0,0,0,No Failure
3105,M17964,M,299.8,309.2,1678,29.8,202,0,No Failure,merged,0,0,0,0,0,No Failure
6000,M20859,M,300.4,310.2,1671,30.5,234,1,Tool Wear Failure,merged,1,0,0,0,0,Tool Wear Failure
2533,L49712,L,298.9,308.7,1389,44.9,69,0,No Failure,merged,0,0,0,0,0,No Failure
4925,H34338,H,303.4,312.3,1522,42.1,62,0,No Failure,merged,0,0,0,0,0,No Failure
8179,L55358,L,299.7,311.2,1352,52.1,176,0,No Failure,merged,0,0,0,0,0,No Failure
9471,H38884,H,298.6,309.4,1439,47.1,149,0,No Failure,merged,0,0,0,0,0,No Failure
7731,L54910,L,300.6,311.9,1472,44.2,126,0,No Failure,merged,0,0,0,0,0,No Failure
4926,L52105,L,303.4,312.3,1680,30.6,67,0,No Failure,merged,0,0,0,0,0,No Failure
6105,M20964,M,300.8,310.8,1461,41.3,53,0,No Failure,merged,0,0,0,0,0,No Failure
6636,L53815,L,301.5,310.5,1534,39.3,119,0,No Failure,merged,0,0,0,0,0,No Failure
3856,H33269,H,302.4,311.1,1578,32.3,196,0,No Failure,merged,0,0,0,0,0,No Failure
4295,M19154,M,301.7,310.1,1743,27.3,210,0,No Failure,merged,0,0,0,0,0,No Failure
6770,L53949,L,301.2,310.8,1392,52.6,23,0,No Failure,merged,0,0,0,0,0,No Failure
4029,L51208,L,302.0,310.9,1455,43.2,220,0,No Failure,merged,0,0,0,0,0,No Failure
182,H29595,H,298.2,308.3,1824,24.2,49,0,No Failure,merged,0,0,0,0,0,No Failure
6966,L54145,L,300.7,311.0,1312,52.1,107,0,No Failure,merged,0,0,0,0,0,No Failure
3600,H33013,H,301.7,310.5,1388,50.5,176,0,No Failure,merged,0,0,0,0,0,No Failure
994,M15853,M,296.1,307.1,1485,36.0,169,0,No Failure,merged,0,0,0,0,0,No Failure
148,L47327,L,298.4,308.4,1515,40.1,179,0,No Failure,merged,0,0,0,0,0,No Failure
4977,L52156,L,303.7,312.7,1359,56.8,194,1,Overstrain Failure,merged,0,0,0,1,0,Overstrain Failure
5907,L53086,L,300.7,310.3,1533,35.6,198,0,No Failure,merged,0,0,0,0,0,No Failure
349,L47528,L,297.6,308.3,1617,31.7,39,0,No Failure,merged,0,0,0,0,0,No Failure
7062,L54241,L,300.6,310.4,1446,49.7,155,0,No Failure,merged,0,0,0,0,0,No Failure
2678,L49857,L,299.8,309.5,1495,39.6,10,0,No Failure,merged,0,0,0,0,0,No Failure
4485,M19344,M,302.6,310.4,1451,43.1,35,0,No Failure,merged,0,0,0,0,0,No Failure
6200,L53379,L,300.9,310.9,1497,43.2,62,0,No Failure,merged,0,0,0,0,0,No Failure
4802,L51981,L,303.5,312.4,1574,32.7,175,0,No Failure,merged,0,0,0,0,0,No Failure
9410,L56589,L,298.0,308.5,1664,28.3,196,0,No Failure,merged,0,0,0,0,0,No Failure
24,L47203,L,299.0,309.4,1758,25.7,68,0,No Failure,merged,0,0,0,0,0,No Failure
2700,L49879,L,299.9,309.4,1363,60.9,57,0,No Failure,merged,0,0,0,0,0,No Failure
209,L47388,L,298.4,308.6,1591,36.7,122,0,No Failure,merged,0,0,0,0,0,No Failure
6778,L53957,L,301.2,310.7,1951,21.3,44,0,No Failure,merged,0,0,0,0,0,No Failure
7163,L54342,L,300.2,310.2,1378,43.9,193,0,No Failure,merged,0,0,0,0,0,No Failure
7039,L54218,L,300.7,310.6,1654,34.2,89,0,No Failure,merged,0,0,0,0,0,No Failure
8874,H38287,H,298.0,309.1,1557,36.4,65,0,No Failure,merged,0,0,0,0,0,No Failure
2995,L50174,L,300.5,309.8,1461,52.5,146,0,No Failure,merged,0,0,0,0,0,No Failure
7891,L55070,L,300.8,312.4,1767,25.6,105,0,No Failure,merged,0,0,0,0,0,No Failure
860,H30273,H,296.2,307.0,1542,40.6,28,0,No Failure,merged,0,0,0,0,0,No Failure
5330,L52509,L,303.7,313.0,1456,45.5,51,0,No Failure,merged,0,0,0,0,0,No Failure
7547,H36960,H,300.2,311.5,1454,42.8,88,0,No Failure,merged,0,0,0,0,0,No Failure
4552,M19411,M,302.6,310.5,1524,33.7,204,0,No Failure,merged,0,0,0,0,0,No Failure
9401,L56580,L,297.7,308.2,1446,43.9,172,0,No Failure,merged,0,0,0,0,0,No Failure
7080,L54259,L,300.7,310.5,1445,41.1,201,0,No Failure,merged,0,0,0,0,0,No Failure
2624,M17483,M,299.6,309.4,1283,62.1,83,0,No Failure,merged,0,0,0,0,0,No Failure
8568,L55747,L,298.0,308.7,1511,45.8,114,0,No Failure,merged,0,0,0,0,0,No Failure
8115,H37528,H,300.4,311.8,2496,13.5,5,0,No Failure,merged,0,0,0,0,0,No Failure
8752,M23611,M,297.4,308.5,1472,42.0,150,0,No Failure,merged,0,0,0,0,0,No Failure
9083,L56262,L,297.2,307.9,1309,49.6,167,0,No Failure,merged,0,0,0,0,0,No Failure
8694,M23553,M,297.2,308.5,1584,40.0,4,0,No Failure,merged,0,0,0,0,0,No Failure
4600,L51779,L,303.1,311.1,1420,55.8,113,0,No Failure,merged,0,0,0,0,0,No Failure
7960,L55139,L,301.0,312.1,1585,32.3,50,0,No Failure,merged,0,0,0,0,0,No Failure
8384,M23243,M,298.8,309.9,1495,35.2,60,0,No Failure,merged,0,0,0,0,0,No Failure
4191,H33604,H,302.4,310.9,1444,40.7,174,0,No Failure,merged,0,0,0,0,0,No Failure
959,L48138,L,295.8,306.4,1399,47.6,84,0,No Failure,merged,0,0,0,0,0,No Failure
7714,M22573,M,300.5,311.4,2072,18.8,75,0,No Failure,merged,0,0,0,0,0,No Failure
8349,M23208,M,298.7,309.6,1452,42.7,180,0,No Failure,merged,0,0,0,0,0,No Failure
4560,L51739,L,302.7,310.7,1433,43.7,13,0,No Failure,merged,0,0,0,0,0,No Failure
4521,L51700,L,302.4,310.4,1456,47.6,127,0,No Failure,merged,0,0,0,0,0,No Failure
1988,M16847,M,298.2,307.8,1599,31.2,173,0,No Failure,merged,0,0,0,0,0,No Failure
5422,M20281,M,302.6,312.3,1566,36.6,46,0,No Failure,merged,0,0,0,0,0,No Failure
1558,L48737,L,298.3,308.4,1585,30.6,127,0,No Failure,merged,0,0,0,0,0,No Failure
9390,L56569,L,297.6,308.0,1258,57.4,139,0,No Failure,merged,0,0,0,0,0,No Failure
7389,M22248,M,299.8,310.6,1694,31.3,121,0,No Failure,merged,0,0,0,0,0,No Failure
3666,M18525,M,302.4,311.8,1358,50.6,133,0,No Failure,merged,0,0,0,0,0,No Failure
8013,M22872,M,300.9,312.0,1375,56.1,182,0,No Failure,merged,0,0,0,0,0,No Failure
2257,L49436,L,299.1,308.3,1489,38.1,32,0,No Failure,merged,0,0,0,0,0,No Failure
660,L47839,L,297.6,309.1,1449,49.1,174,0,No Failure,merged,0,0,0,0,0,No Failure
5762,L52941,L,301.9,311.2,1369,49.8,66,0,No Failure,merged,0,0,0,0,0,No Failure
9461,M24320,M,298.4,309.2,1399,45.2,125,0,No Failure,merged,0,0,0,0,0,No Failure
4850,M19709,M,303.5,312.0,1475,42.9,85,0,No Failure,merged,0,0,0,0,0,No Failure
3929,L51108,L,302.6,311.5,1442,59.8,169,1,Power Failure,merged,0,0,1,0,0,Power Failure
6721,L53900,L,301.3,310.6,1458,48.0,104,0,No Failure,merged,0,0,0,0,0,No Failure
6661,H36074,H,301.4,310.5,1421,43.8,182,0,No Failure,merged,0,0,0,0,0,No Failure
9720,L56899,L,298.9,309.9,1309,56.2,119,0,No Failure,merged,0,0,0,0,0,No Failure
23,M14882,M,298.9,309.3,1581,30.7,65,0,No Failure,merged,0,0,0,0,0,No Failure
3846,L51025,L,302.3,311.0,1591,32.7,171,0,No Failure,merged,0,0,0,0,0,No Failure
920,L48099,L,295.4,305.8,1407,50.7,192,0,No Failure,merged,0,0,0,0,0,No Failure
7629,L54808,L,300.5,311.7,1619,32.7,85,0,No Failure,merged,0,0,0,0,0,No Failure
9081,L56260,L,297.2,308.0,1869,25.4,163,0,No Failure,merged,0,0,0,0,0,No Failure
6968,M21827,M,300.8,311.2,1365,51.7,111,0,No Failure,merged,0,0,0,0,0,No Failure
7256,M22115,M,300.2,310.3,1704,29.4,221,0,No Failure,merged,0,0,0,0,0,No Failure
107,L47286,L,298.8,308.7,1445,48.5,70,0,No Failure,merged,0,0,0,0,0,No Failure
6480,L53659,L,300.6,309.8,1418,42.7,147,0,No Failure,merged,0,0,0,0,0,No Failure
7742,L54921,L,300.5,312.0,1478,39.0,153,0,No Failure,merged,0,0,0,0,0,No Failure
8712,L55891,L,297.1,308.5,1733,28.7,50,0,No Failure,merged,0,0,0,0,0,No Failure
1355,L48534,L,298.6,310.0,1334,48.0,42,0,No Failure,merged,0,0,0,0,0,No Failure
8059,L55238,L,300.3,311.6,1515,44.9,69,0,No Failure,merged,0,0,0,0,0,No Failure
7443,L54622,L,300.0,311.5,1601,36.9,35,0,No Failure,merged,0,0,0,0,0,No Failure
1308,L48487,L,298.8,310.0,1423,42.1,154,0,No Failure,merged,0,0,0,0,0,No Failure
3740,M18599,M,302.2,311.2,1663,29.6,115,0,No Failure,merged,0,0,0,0,0,No Failure
1800,M16659,M,298.0,307.5,1427,45.1,95,0,No Failure,merged,0,0,0,0,0,No Failure
6786,L53965,L,301.2,310.6,1389,45.3,64,0,No Failure,merged,0,0,0,0,0,No Failure
1575,L48754,L,298.2,308.2,1478,50.1,166,0,No Failure,merged,0,0,0,0,0,No Failure
2305,L49484,L,299.1,308.5,1455,39.8,145,0,No Failure,merged,0,0,0,0,0,No Failure
8848,L56027,L,297.5,308.9,1443,43.5,0,0,No Failure,merged,0,0,0,0,0,No Failure
7482,H36895,H,300.2,311.4,1506,36.1,141,0,No Failure,merged,0,0,0,0,0,No Failure
2521,L49700,L,298.8,308.6,1535,41.2,40,0,No Failure,merged,0,0,0,0,0,No Failure
710,M15569,M,297.6,308.8,1357,49.7,104,0,No Failure,merged,0,0,0,0,0,No Failure
2870,L50049,L,300.8,309.7,1519,35.8,14,0,No Failure,merged,0,0,0,0,0,No Failure
6731,M21590,M,301.6,311.0,1431,42.3,129,0,No Failure,merged,0,0,0,0,0,No Failure
7431,M22290,M,300.0,311.4,1384,46.1,7,0,No Failure,merged,0,0,0,0,0,No Failure
146,L47325,L,298.5,308.4,1513,33.6,172,0,No Failure,merged,0,0,0,0,0,No Failure
784,H30197,H,296.7,307.9,1579,33.4,50,0,No Failure,merged,0,0,0,0,0,No Failure
5403,L52582,L,302.7,312.3,1421,48.5,0,0,No Failure,merged,0,0,0,0,0,No Failure
4022,H33435,H,302.1,310.9,1452,42.5,198,0,No Failure,merged,0,0,0,0,0,No Failure
2325,L49504,L,299.3,308.8,1636,29.9,201,0,No Failure,merged,0,0,0,0,0,No Failure
3182,L50361,L,300.2,309.4,1527,37.0,194,0,No Failure,merged,0,0,0,0,0,No Failure
2500,M17359,M,299.1,308.9,1325,48.4,220,0,No Failure,merged,0,0,0,0,0,No Failure
3880,M18739,M,302.6,311.7,1430,51.7,32,0,No Failure,merged,0,0,0,0,0,No Failure
2040,M16899,M,299.0,308.9,1449,39.6,105,0,No Failure,merged,0,0,0,0,0,No Failure
4401,L51580,L,302.3,310.1,1353,50.9,36,1,Heat Dissipation Failure,merged,0,1,0,0,0,Heat Dissipation Failure
3855,L51034,L,302.4,311.0,1338,67.6,194,1,Power Failure,merged,0,0,1,1,0,Power Failure
4506,L51685,L,302.4,310.1,1426,46.8,95,0,No Failure,merged,0,0,0,0,0,No Failure
6291,L53470,L,301.0,310.5,1932,21.7,79,0,No Failure,merged,0,0,0,0,0,No Failure
7000,M21859,M,300.6,310.7,1457,36.7,193,0,No Failure,merged,0,0,0,0,0,No Failure
6776,L53955,L,301.2,310.6,1670,30.0,40,0,No Failure,merged,0,0,0,0,0,No Failure
6545,M21404,M,301.4,310.7,1470,46.5,101,0,No Failure,merged,0,0,0,0,0,No Failure
1764,L48943,L,298.2,307.6,1511,31.0,209,1,Tool Wear Failure,merged,1,0,0,0,0,Tool Wear Failure
3091,H32504,H,300.1,309.3,1448,45.8,163,0,No Failure,merged,0,0,0,0,0,No Failure
2868,H32281,H,300.7,309.6,1390,48.5,7,0,No Failure,merged,0,0,0,0,0,No Failure
4473,L51652,L,302.7,310.6,1501,48.7,4,0,No Failure,merged,0,0,0,0,0,No Failure
2683,M17542,M,299.9,309.6,1364,44.4,20,0,No Failure,merged,0,0,0,0,0,No Failure
8808,M23667,M,297.4,308.6,1604,32.8,85,0,No Failure,merged,0,0,0,0,0,No Failure
8158,L55337,L,299.6,310.8,1498,46.9,116,0,No Failure,merged,0,0,0,0,0,No Failure
5606,L52785,L,302.9,312.2,1510,41.4,94,0,No Failure,merged,0,0,0,0,0,No Failure
2559,M17418,M,299.2,309.0,1881,23.9,137,0,No Failure,merged,0,0,0,0,0,No Failure
5443,L52622,L,303.1,312.7,1353,51.8,97,0,No Failure,merged,0,0,0,0,0,No Failure
6666,L53845,L,301.3,310.4,1440,41.5,197,0,No Failure,merged,0,0,0,0,0,No Failure
3290,M18149,M,301.2,310.1,1295,56.6,39,0,No Failure,merged,0,0,0,0,0,No Failure
4601,L51780,L,303.0,311.0,1359,44.2,115,1,Heat Dissipation Failure,merged,0,1,0,0,0,Heat Dissipation Failure
8945,L56124,L,297.3,308.3,1471,38.2,37,0,No Failure,merged,0,0,0,0,0,No Failure
6119,M20978,M,300.9,311.1,1325,61.4,88,0,No Failure,merged,0,0,0,0,0,No Failure
8391,M23250,M,298.8,309.8,1288,61.9,79,0,No Failure,merged,0,0,0,0,0,No Failure
8430,L55609,L,299.0,310.3,1577,40.0,181,0,No Failure,merged,0,0,0,0,0,No Failure
155,L47334,L,298.4,308.2,1528,36.2,196,0,No Failure,merged,0,0,0,0,0,No Failure
1028,M15887,M,296.3,307.4,1335,50.5,48,0,No Failure,merged,0,0,0,0,0,No Failure
809,L47988,L,296.9,307.7,1424,43.3,120,0,No Failure,merged,0,0,0,0,0,No Failure
7095,L54274,L,300.6,310.2,1447,45.9,17,0,No Failure,merged,0,0,0,0,0,No Failure
3992,L51171,L,302.3,311.3,1682,34.4,127,0,No Failure,merged,0,0,0,0,0,No Failure
9572,L56751,L,299.7,310.8,1589,36.0,190,0,No Failure,merged,0,0,0,0,0,No Failure
8382,H37795,H,298.8,310.0,1530,38.3,53,0,No Failure,merged,0,0,0,0,0,No Failure
3817,L50996,L,302.1,310.6,1459,47.6,93,0,No Failure,merged,0,0,0,0,0,No Failure
1418,L48597,L,298.7,309.9,1541,38.5,208,0,No Failure,merged,0,0,0,0,0,No Failure
7618,L54797,L,300.5,311.4,1556,45.3,58,0,No Failure,merged,0,0,0,0,0,No Failure
38,L47217,L,298.8,309.1,1439,39.2,104,0,No Failure,merged,0,0,0,0,0,No Failure
9134,L56313,L,297.7,308.7,1479,45.7,93,0,No Failure,merged,0,0,0,0,0,No Failure
3244,L50423,L,301.0,309.6,1724,28.1,133,0,No Failure,merged,0,0,0,0,0,No Failure
628,L47807,L,298.4,310.1,1455,42.2,94,0,No Failure,merged,0,0,0,0,0,No Failure
8978,M23837,M,296.9,307.5,1556,31.2,116,0,No Failure,merged,0,0,0,0,0,No Failure
494,L47673,L,297.5,309.3,1470,38.8,197,0,No Failure,merged,0,0,0,0,0,No Failure
1946,L49125,L,298.1,308.1,1616,32.8,65,0,No Failure,merged,0,0,0,0,0,No Failure
4020,M18879,M,302.0,310.9,1558,45.3,193,0,No Failure,merged,0,0,0,0,0,No Failure
3704,M18563,M,302.0,311.2,1418,49.5,17,0,No Failure,merged,0,0,0,0,0,No Failure
9687,L56866,L,299.1,310.1,1486,40.7,39,0,No Failure,merged,0,0,0,0,0,No Failure
6633,L53812,L,301.4,310.4,1301,51.2,112,0,No Failure,merged,0,0,0,0,0,No Failure
9537,L56716,L,299.3,310.5,1818,26.0,102,0,No Failure,merged,0,0,0,0,0,No Failure
340,M15199,M,297.5,308.2,1713,32.2,17,0,No Failure,merged,0,0,0,0,0,No Failure
5898,M20757,M,301.0,310.7,1517,40.2,171,0,No Failure,merged,0,0,0,0,0,No Failure
8445,M23304,M,298.6,309.9,1818,24.9,9,0,No Failure,merged,0,0,0,0,0,No Failure
4996,L52175,L,303.6,312.6,1540,39.8,21,0,No Failure,merged,0,0,0,0,0,No Failure
6218,M21077,M,301.0,310.7,1455,46.1,103,0,No Failure,merged,0,0,0,0,0,No Failure
2381,L49560,L,299.0,308.1,1242,60.9,117,0,No Failure,merged,0,0,0,0,0,No Failure
2352,L49531,L,299.2,308.4,1393,48.4,35,0,No Failure,merged,0,0,0,0,0,No Failure
2008,L49187,L,298.6,308.4,1562,34.4,25,0,No Failure,merged,0,0,0,0,0,No Failure
2509,L49688,L,299.0,308.9,1615,30.6,14,0,No Failure,merged,0,0,0,0,0,No Failure
3693,L50872,L,302.1,311.3,1758,24.4,200,0,No Failure,merged,0,0,0,0,0,No Failure
9290,L56469,L,298.2,308.9,1367,45.0,85,0,No Failure,merged,0,0,0,0,0,No Failure
8724,L55903,L,297.2,308.6,1578,34.4,76,0,No Failure,merged,0,0,0,0,0,No Failure
63,L47242,L,298.8,309.0,1829,22.9,172,0,No Failure,merged,0,0,0,0,0,No Failure
3346,L50525,L,301.3,310.7,1594,34.1,172,0,No Failure,merged,0,0,0,0,0,No Failure
2655,L49834,L,299.9,309.5,1567,35.5,171,0,No Failure,merged,0,0,0,0,0,No Failure
1194,L48373,L,297.1,308.2,1347,50.8,49,0,No Failure,merged,0,0,0,0,0,No Failure
4189,M19048,M,302.3,310.8,1611,31.8,169,0,No Failure,merged,0,0,0,0,0,No Failure
8559,M23418,M,298.3,309.0,1505,41.3,93,0,No Failure,merged,0,0,0,0,0,No Failure
4980,M19839,M,303.7,312.7,1612,36.3,200,0,No Failure,merged,0,0,0,0,0,No Failure
2415,L49594,L,299.1,308.5,1415,43.4,0,0,No Failure,merged,0,0,0,0,0,No Failure
9345,L56524,L,298.2,308.8,1616,33.7,16,0,No Failure,merged,0,0,0,0,0,No Failure
5847,L53026,L,301.4,311.3,1674,33.3,46,0,No Failure,merged,0,0,0,0,0,No Failure
8533,L55712,L,298.6,309.4,1315,55.5,28,0,No Failure,merged,0,0,0,0,0,No Failure
6353,L53532,L,300.0,309.6,1496,38.8,27,0,No Failure,merged,0,0,0,0,0,No Failure
2602,L49781,L,299.3,309.1,1399,52.1,27,0,No Failure,merged,0,0,0,0,0,No Failure
3166,L50345,L,300.4,309.6,1536,34.5,154,0,No Failure,merged,0,0,0,0,0,No Failure
1500,M16359,M,298.1,308.8,2206,16.3,195,0,No Failure,merged,0,0,0,0,0,No Failure
7332,L54511,L,299.8,310.3,1524,34.2,196,0,No Failure,merged,0,0,0,0,0,No Failure
6220,H35633,H,301.1,310.6,1407,43.9,111,0,No Failure,merged,0,0,0,0,0,No Failure
7271,L54450,L,300.2,310.4,1808,25.8,35,0,No Failure,merged,0,0,0,0,0,No Failure
42,L47221,L,298.8,309.1,1368,50.8,115,0,No Failure,merged,0,0,0,0,0,No Failure
3268,L50447,L,301.3,310.0,1550,41.5,197,0,No Failure,merged,0,0,0,0,0,No Failure
6524,M21383,M,301.1,310.2,1850,27.7,44,0,No Failure,merged,0,0,0,0,0,No Failure
7201,L54380,L,300.0,309.9,1608,33.4,76,0,No Failure,merged,0,0,0,0,0,No Failure
3896,M18755,M,302.3,311.2,1546,40.0,71,0,No Failure,merged,0,0,0,0,0,No Failure
5749,M20608,M,302.2,311.7,1576,34.0,28,0,No Failure,merged,0,0,0,0,0,No Failure
1282,H30695,H,298.3,309.5,1427,54.3,89,0,No Failure,merged,0,0,0,0,0,No Failure
5280,L52459,L,303.6,313.0,1522,35.8,133,0,No Failure,merged,0,0,0,0,0,No Failure
1896,L49075,L,297.9,307.6,1344,54.3,151,0,No Failure,merged,0,0,0,0,0,No Failure
1839,M16698,M,297.8,307.2,1456,39.6,199,0,No Failure,merged,0,0,0,0,0,No Failure
3782,L50961,L,302.3,310.8,1465,43.8,7,0,No Failure,merged,0,0,0,0,0,No Failure
7329,L54508,L,300.0,310.5,1517,42.2,186,0,No Failure,merged,0,0,0,0,0,No Failure
6424,M21283,M,300.3,310.0,1537,37.5,6,0,No Failure,merged,0,0,0,0,0,No Failure
6479,L53658,L,300.5,309.8,1663,29.1,145,0,No Failure,merged,0,0,0,0,0,No Failure
4651,L51830,L,303.3,311.4,1658,30.5,7,0,No Failure,merged,0,0,0,0,0,No Failure
512,L47691,L,297.5,309.3,1479,39.4,22,0,No Failure,merged,0,0,0,0,0,No Failure
781,M15640,M,296.9,308.0,1409,50.7,43,0,No Failure,merged,0,0,0,0,0,No Failure
6684,L53863,L,301.5,310.9,1318,50.6,11,0,No Failure,merged,0,0,0,0,0,No Failure
5190,M20049,M,304.1,313.2,1427,46.9,123,0,No Failure,merged,0,0,0,0,0,No Failure
8924,M23783,M,297.0,308.1,1363,45.3,196,0,No Failure,merged,0,0,0,0,0,No Failure
1972,L49151,L,297.9,307.6,1298,52.7,132,0,No Failure,merged,0,0,0,0,0,No Failure
5384,L52563,L,302.8,312.3,1504,40.3,204,0,No Failure,merged,0,0,0,0,0,No Failure
9623,L56802,L,298.9,310.0,1794,27.2,114,0,No Failure,merged,0,0,0,0,0,No Failure
8611,L55790,L,297.4,308.3,1561,38.3,0,0,No Failure,merged,0,0,0,0,0,No Failure
5243,L52422,L,303.7,313.1,1496,47.4,48,0,No Failure,merged,0,0,0,0,0,No Failure
3803,M18662,M,302.2,310.9,1488,44.2,57,0,No Failure,merged,0,0,0,0,0,No Failure
3204,M18063,M,300.1,309.1,1533,38.0,26,0,No Failure,merged,0,0,0,0,0,No Failure
3266,L50445,L,301.3,310.1,1355,53.6,193,0,No Failure,merged,0,0,0,0,0,No Failure
2895,L50074,L,300.7,309.6,1733,24.8,85,0,No Failure,merged,0,0,0,0,0,No Failure
837,L48016,L,296.6,307.4,1368,45.1,185,0,No Failure,merged,0,0,0,0,0,No Failure
561,L47740,L,297.5,309.4,1318,58.2,146,0,No Failure,merged,0,0,0,0,0,No Failure
9870,L57049,L,298.9,309.9,1590,31.3,98,0,No Failure,merged,0,0,0,0,0,No Failure
7525,L54704,L,300.2,311.5,1639,31.1,31,0,No Failure,merged,0,0,0,0,0,No Failure
2041,L49220,L,299.1,308.9,1686,29.6,108,0,No Failure,merged,0,0,0,0,0,No Failure
5675,M20534,M,302.2,311.7,1393,42.5,53,0,No Failure,merged,0,0,0,0,0,No Failure
4663,H34076,H,303.3,311.2,1607,31.7,34,0,No Failure,merged,0,0,0,0,0,No Failure
2028,L49207,L,298.7,308.4,1750,25.8,72,0,No Failure,merged,0,0,0,0,0,No Failure
2606,L49785,L,299.4,309.2,1552,37.4,37,0,No Failure,merged,0,0,0,0,0,No Failure
1377,M16236,M,298.8,310.2,1527,31.2,102,0,No Failure,merged,0,0,0,0,0,No Failure
1018,L48197,L,296.3,307.2,1637,31.6,27,0,No Failure,merged,0,0,0,0,0,No Failure
9029,L56208,L,297.4,308.3,1395,48.7,21,0,No Failure,merged,0,0,0,0,0,No Failure
1841,M16700,M,297.7,307.2,1405,43.7,2,0,No Failure,merged,0,0,0,0,0,No Failure
2693,L49872,L,300.1,309.7,1641,30.4,41,0,No Failure,merged,0,0,0,0,0,No Failure
9662,H39075,H,299.0,310.0,1458,44.9,221,0,No Failure,merged,0,0,0,0,0,No Failure
869,M15728,M,295.8,306.5,1514,37.7,60,0,No Failure,merged,0,0,0,0,0,No Failure
